T,S
36,0
161,0
33,0
2,0
10,1
59,0
2,1
80,0
4,0
12,0
57,0
15,0
15,0
2,0
207,0
3,0
4,1
5,0
51,0
4,0
47,0
22,0
499,0
180,0
6,0
46,0
3,0
12,0
180,0
43,0
72,0
156,0
513,0
29,0
255,0
129,0
3,0
19,0
14,0
5,0
3,0
173,0
119,0
18,0
93,0
108,0
4,1
7,1
94,0
58,0
2,0
45,0
15,0
243,0
90,0
3,0
68,0
320,0
4,0
10,0
8,1
39,0
15,0
84,0
10,1
16,0
26,1
56,0
370,0
4,1
23,0
3,0
3,1
5,0
103,0
2,1
27,0
12,0
136,0
45,0
288,0
220,0
281,0
275,0
41,0
81,0
55,0
184,0
11,1
12,0
63,0
43,0
307,0
20,0
24,0
316,0
12,0
46,0
20,0
3,0
42,0
11,0
279,0
4,0
104,0
16,0
167,0
80,0
67,0
45,0
10,0
94,0
58,0
23,0
46,0
7,0
3,0
4,0
129,0
35,0
3,0
10,0
74,0
2,0
6,1
16,0
3,0
16,0
18,0
7,0
143,0
27,0
4,0
8,1
2,0
45,0
29,0
3,0
7,0
3,0
23,0
94,0
2,0
8,0
37,0
4,0
3,0
10,0
8,0
210,0
123,0
18,0
2,0
61,0
2,0
3,0
46,0
12,0
4,0
206,0
1,0
262,0
128,0
2,0
93,0
36,0
5,0
2,0
6,0
22,0
2,0
2,0
7,0
63,0
2,0
609,0
27,0
295,0
411,0
10,0
95,0
258,0
37,0
97,0
88,0
289,0
28,0
4,1
94,0
80,0
299,0
3,0
4,0
97,0
121,0
117,0
6,0
43,0
4,0
3,0
4,0
233,0
103,0
5,0
98,0
14,0
52,0
2,0
80,0
2,0
2,0
212,0
4,0
24,0
27,0
75,0
22,0
11,1
19,0
2,0
83,0
19,0
12,0
34,0
46,0
2,1
212,0
47,0
353,0
2,0
10,0
11,0
5,0
170,0
110,0
10,1
3,0
60,1
93,0
2,0
6,0
275,0
3,0
53,0
505,0
378,0
27,0
2,0
10,1
25,0
3,0
6,0
9,0
48,0
81,1
2,1
154,0
3,0
322,0
3,0
79,0
16,0
4,0
40,0
2,0
116,0
256,0
20,0
21,0
5,0
5,0
75,0
6,0
198,0
89,0
2,0
7,0
4,0
42,0
5,0
415,0
13,0
130,0
10,0
5,1
94,0
3,0
94,0
39,0
1,0
47,1
8,0
9,0
4,0
83,0
11,0
77,0
4,0
4,0
54,0
415,0
563,0
9,0
3,1
4,0
425,0
12,0
38,0
382,0
17,0
320,0
34,0
3,1
6,0
27,0
169,0
3,1
113,0
101,0
4,0
242,0
12,1
2,0
343,0
2,1
580,0
9,0
36,1
5,0
2,0
4,0
494,0
8,0
11,0
86,0
31,0
9,0
71,1
140,0
113,0
10,0
16,0
6,1
271,0
4,0
444,0
179,0
64,0
4,1
2,0
4,0
5,0
4,1
10,1
228,0
84,0
2,1
75,0
93,1
39,0
50,0
41,0
2,0
2,0
21,0
12,0
47,0
4,0
40,0
99,1
41,0
119,0
44,0
8,0
5,1
32,0
11,1
38,0
85,0
5,1
4,0
3,0
45,0
2,0
1,1
5,0
17,0
137,0
144,0
4,1
8,0
171,0
656,0
143,0
7,0
7,0
6,0
75,0
8,0
2,0
28,0
2,0
8,0
99,0
21,0
6,0
24,0
14,0
7,1
185,0
6,0
203,0
60,0
84,0
97,0
73,0
188,0
2,0
27,0
2,1
4,0
9,0
76,0
19,0
114,0
58,0
10,0
121,0
3,0
6,0
54,0
30,0
86,0
19,0
70,0
2,0
7,0
172,0
9,0
2,0
201,1
87,0
34,0
28,0
39,0
125,0
232,0
45,0
5,0
75,0
116,0
38,0
58,0
4,0
19,0
13,0
98,0
16,0
292,0
5,0
7,1
19,0
2,0
9,0
3,0
35,0
21,0
10,0
12,0
15,1
10,0
23,0
12,0
65,0
23,0
19,0
257,0
23,0
68,0
15,0
40,0
24,0
15,0
9,0
112,0
3,0
11,0
31,0
7,0
3,0
8,0
4,0
365,0
65,0
37,0
6,1
253,0
279,0
141,0
141,0
2,1
20,0
65,1
140,0
13,0
523,1
4,0
24,0
10,1
204,0
93,0
120,0
37,0
86,0
3,0
25,0
10,0
22,0
2,0
5,0
52,0
62,0
3,0
325,0
178,0
54,0
231,0
233,0
28,0
5,0
181,0
4,0
100,0
31,0
15,0
11,0
12,0
5,1
9,0
11,0
7,0
31,1
8,0
2,0
466,0
3,1
66,0
4,0
25,0
12,0
8,0
4,0
8,0
5,0
6,0
27,0
22,0
124,0
101,0
79,0
10,0
126,0
12,1
92,0
11,1
388,0
52,0
16,0
1,1
67,0
3,0
29,0
3,0
107,0
192,1
2,1
297,0
167,0
32,0
2,0
18,0
13,0
8,0
17,0
2,0
33,0
11,0
22,0
308,0
116,0
200,0
3,0
79,0
5,0
58,0
129,0
91,0
8,0
9,0
237,0
196,0
445,0
1,0
23,1
2,1
308,0
14,0
1,0
14,0
10,1
6,0
3,0
30,0
108,0
12,0
23,0
1,1
10,0
68,0
320,0
30,0
16,0
39,0
40,0
3,0
15,0
121,0
33,0
86,0
100,0
243,0
3,0
193,0
215,0
4,0
27,0
27,0
85,0
175,0
216,0
14,0
4,0
68,0
3,0
279,0
3,0
10,0
75,0
9,1
3,0
92,0
5,0
157,0
22,0
10,0
229,0
3,0
1,1
5,0
57,0
67,0
30,0
21,0
127,0
6,0
120,0
3,0
8,1
24,0
100,0
16,1
12,0
109,0
159,0
7,0
74,1
69,0
2,1
8,0
1,0
75,0
124,1
53,0
8,0
8,0
2,0
2,1
169,0
10,0
95,0
20,0
124,0
60,0
14,0
36,0
18,0
105,0
169,0
9,0
36,0
5,0
5,0
164,0
36,0
121,0
1,0
91,0
31,0
3,0
13,0
2,0
13,1
8,0
31,0
2,0
5,0
176,0
64,0
1,1
8,1
4,0
5,0
24,0
5,1
1,0
16,0
441,0
99,0
30,0
103,0
84,0
3,0
60,0
68,0
33,0
89,0
100,0
2,0
94,0
176,1
61,0
2,0
2,0
3,0
67,0
2,0
6,0
14,1
8,0
38,0
61,0
92,0
23,0
85,0
85,0
122,0
10,1
2,0
66,0
106,0
30,0
5,0
69,1
4,0
2,0
4,0
87,0
19,0
3,0
65,0
6,0
60,0
3,1
10,0
17,0
88,0
82,0
1,1
64,0
144,0
9,0
296,0
177,0
103,0
18,0
6,0
4,0
91,0
91,0
122,0
65,0
7,0
10,1
62,0
31,0
75,0
10,0
12,0
13,0
6,0
64,0
8,0
11,0
47,0
2,0
17,0
28,0
84,0
4,0
165,0
17,0
12,0
71,0
4,0
2,0
47,0
114,0
59,0
17,0
89,0
41,0
4,0
20,0
113,0
29,1
10,0
2,0
8,0
294,0
121,0
12,0
114,0
27,0
69,0
2,0
137,0
143,0
292,0
185,0
35,0
360,1
8,0
21,0
2,0
8,0
361,0
28,0
5,0
10,0
3,0
80,0
21,0
96,0
4,0
3,0
180,0
14,1
2,0
32,1
41,0
9,0
206,0
37,0
222,0
5,0
89,0
47,0
2,1
58,0
8,0
28,0
2,0
41,0
155,0
298,0
10,0
287,0
35,0
7,0
6,1
96,0
221,0
4,0
122,0
427,0
42,0
7,1
30,0
6,0
5,0
17,0
2,0
2,0
52,0
4,0
105,0
4,1
2,0
6,0
38,0
49,0
135,0
4,1
5,1
17,0
9,0
4,0
94,0
46,0
34,0
13,0
4,0
2,0
2,0
5,0
45,0
220,0
62,0
429,0
68,1
53,0
110,0
40,0
3,0
4,0
59,0
35,0
180,0
433,0
8,0
151,0
51,0
9,0
31,0
222,1
58,0
4,0
272,0
2,0
8,0
108,0
15,0
12,0
146,0
15,0
9,0
18,0
37,0
62,0
52,0
7,1
152,0
44,0
27,1
780,0
384,0
90,0
217,0
10,0
5,0
17,0
2,0
20,0
5,0
27,0
19,0
169,0
24,0
11,0
29,0
4,0
234,0
116,0
69,0
427,0
106,0
2,0
16,1
9,0
148,0
7,0
7,1
26,0
116,0
2,1
8,0
3,0
7,0
5,0
60,0
328,0
4,0
371,0
38,0
100,0
131,0
93,0
68,0
5,0
17,0
4,0
3,1
17,0
8,0
10,0
120,0
101,1
11,0
55,1
392,0
8,0
47,0
54,0
2,1
2,0
80,0
156,0
67,0
9,0
23,0
56,0
4,0
19,0
13,0
8,1
45,0
187,0
6,0
5,0
118,1
25,0
10,0
8,0
88,0
10,0
21,0
4,0
133,0
234,0
30,0
52,0
80,0
28,0
4,0
193,0
66,0
32,0
5,0
27,0
216,0
2,1
4,0
9,1
167,1
2,0
42,0
44,0
10,0
8,0
68,0
1,0
474,0
47,0
2,0
194,0
2,0
257,0
12,1
55,0
153,0
1,1
18,1
3,0
9,0
27,0
69,0
43,0
25,0
13,0
45,0
5,0
53,0
5,0
3,0
14,0
2,0
107,0
80,0
37,0
265,0
7,0
4,0
56,0
3,0
67,0
53,0
29,0
4,1
3,0
36,0
5,0
135,0
82,0
12,0
103,0
15,0
19,0
4,0
6,0
2,0
30,0
4,0
16,0
7,1
315,0
56,1
130,0
29,0
3,0
31,0
3,0
50,1
30,0
76,0
2,0
12,0
147,0
32,0
22,0
316,0
3,1
5,0
72,0
4,1
26,1
2,0
2,0
7,0
17,0
4,1
8,0
89,0
46,0
173,0
43,0
40,0
6,0
558,0
32,0
184,1
57,0
5,0
304,0
2,0
439,0
14,0
48,0
352,0
92,1
421,0
2,0
6,0
350,0
83,0
2,0
236,0
9,0
5,0
90,0
2,1
8,0
217,0
4,0
2,0
366,0
6,1
8,0
63,0
2,0
98,1
4,1
8,0
166,0
2,0
4,0
10,0
41,0
221,0
123,0
4,0
3,0
6,0
98,0
57,0
4,1
235,0
1,1
64,0
3,0
65,0
1,0
3,1
319,1
68,0
101,0
8,1
12,0
3,0
3,0
22,0
7,0
2,0
3,0
595,0
47,0
144,0
15,0
177,0
4,0
273,0
51,0
37,0
302,0
82,0
151,0
32,0
2,0
27,0
6,1
2,0
3,0
8,1
4,0
20,0
19,0
187,0
6,1
3,0
42,0
83,0
6,0
92,0
30,1
22,0
33,0
15,0
119,0
19,0
11,0
207,0
40,1
50,0
40,0
6,0
2,0
130,0
112,0
147,0
1,1
67,0
5,1
9,0
81,0
6,0
21,0
19,0
100,0
193,0
21,0
11,0
43,0
323,0
181,0
5,0
3,0
32,0
4,0
4,0
9,1
21,0
7,0
2,1
104,0
9,0
37,0
166,0
9,0
80,0
17,0
5,1
170,0
23,0
55,0
5,0
71,0
17,0
2,0
4,0
4,0
15,0
25,1
43,0
146,0
13,0
7,1
2,0
15,0
3,0
7,0
4,0
145,0
3,0
209,0
2,0
166,0
40,0
222,0
93,0
99,0
3,0
2,0
61,0
2,0
5,0
3,0
31,0
304,0
112,0
15,0
38,0
34,1
5,0
4,0
230,0
40,0
50,0
24,0
69,0
6,0
141,1
41,0
122,0
9,0
20,0
27,0
74,0
28,0
22,0
93,0
32,0
2,0
77,0
16,0
8,0
3,0
88,0
171,0
5,0
180,0
63,0
110,0
359,0
13,0
2,0
4,0
125,0
9,0
70,0
54,0
25,0
24,0
102,0
5,0
2,0
199,0
92,0
51,0
3,0
1,1
31,0
1,0
38,0
1,0
7,0
71,0
489,0
37,0
49,0
15,0
3,0
19,0
52,0
6,0
94,0
2,0
68,0
5,0
28,0
2,0
7,0
156,0
31,0
147,1
116,0
78,0
181,0
76,0
2,0
33,0
82,0
9,0
157,0
307,0
5,0
575,0
4,0
4,1
251,0
98,0
242,0
77,0
18,0
48,0
6,0
19,0
28,1
4,0
182,0
24,0
10,0
34,0
138,0
1,0
58,0
60,0
94,0
30,0
72,0
5,0
265,1
27,0
15,0
35,0
38,1
144,0
54,0
180,0
16,0
38,0
1,0
74,0
468,0
43,0
146,0
276,0
8,0
8,0
14,0
244,0
4,0
19,0
175,0
4,0
40,0
3,0
4,0
12,0
37,0
27,0
161,0
41,0
4,1
515,0
442,0
10,1
43,0
2,0
99,1
4,0
143,0
14,0
7,0
4,0
14,0
20,0
72,0
94,0
51,0
246,0
642,0
702,0
8,1
4,0
439,0
16,0
47,0
181,0
3,0
16,1
5,0
9,0
50,0
131,0
66,0
31,0
230,0
8,0
44,0
64,0
6,0
3,1
14,0
35,0
40,0
3,0
134,0
157,0
12,0
84,0
38,0
10,1
87,0
41,0
4,0
48,0
12,0
170,0
17,0
8,0
6,0
22,0
112,0
224,0
383,0
204,0
23,0
91,0
59,0
6,0
2,0
40,0
276,0
24,0
35,0
54,0
2,0
1327,0
158,0
229,0
17,1
13,0
2,0
7,0
11,0
240,0
4,0
181,0
8,0
7,0
2,0
39,0
21,0
4,1
19,0
4,1
2,0
44,0
32,0
190,0
8,0
5,0
2,0
4,0
31,0
72,0
10,0
53,0
39,0
2,0
273,0
72,0
8,0
110,0
198,0
7,0
11,0
29,0
6,0
243,0
4,0
53,0
4,0
83,0
8,0
70,0
147,0
233,1
24,0
20,0
5,0
11,0
2,1
4,0
31,0
4,0
31,0
3,0
139,0
6,0
2,0
6,1
48,0
116,0
12,0
1,0
4,0
14,0
3,0
61,0
283,0
130,0
59,0
3,0
114,0
8,0
8,0
15,0
30,0
89,1
68,0
2,0
261,0
2,0
52,0
3,0
57,0
5,0
12,0
38,0
137,0
325,0
5,0
6,0
351,0
17,0
2,1
62,0
45,0
4,1
306,0
32,0
6,0
183,0
1,1
5,0
3,0
239,0
46,0
56,0
1,0
4,0
2,0
5,0
81,0
18,1
41,0
52,0
2,0
7,0
48,0
18,0
147,0
8,0
914,0
3,0
165,0
53,0
244,0
4,0
4,0
20,0
126,0
38,0
84,0
20,0
8,0
12,0
10,1
3,0
13,1
65,0
2,0
102,0
5,0
18,0
8,0
14,0
29,0
51,0
3,0
6,0
154,0
2,0
187,0
3,1
130,0
55,0
3,0
18,0
21,0
24,0
31,0
4,0
4,0
44,0
7,1
30,0
91,0
68,0
2,0
222,0
9,0
5,0
6,0
25,0
3,0
402,0
7,0
2,0
34,0
173,0
70,0
2,0
69,0
4,0
5,0
4,0
47,0
13,0
61,0
92,0
3,0
237,1
109,0
3,0
8,0
5,0
6,0
1,0
35,0
131,0
544,0
29,0
83,0
4,0
235,0
10,1
5,0
49,1
29,1
3,0
90,0
19,0
265,0
2,0
2,0
3,0
30,0
3,0
172,0
239,0
9,0
15,0
14,0
29,0
72,0
133,0
2,0
32,0
110,0
5,0
13,0
4,0
38,0
301,0
62,0
23,0
38,1
4,0
137,0
4,0
158,0
74,0
9,0
154,0
161,0
5,1
56,0
8,0
2,0
38,0
292,0
82,0
130,0
6,0
229,0
5,0
14,0
173,0
212,0
2,0
21,0
6,0
4,1
104,0
51,0
208,0
22,0
4,0
17,0
61,1
64,0
39,1
8,1
55,0
16,0
2,0
30,0
9,0
12,0
6,0
66,0
137,0
12,0
143,0
13,0
25,0
2,0
88,0
277,0
86,0
85,0
47,0
38,0
3,0
16,0
4,0
47,0
14,0
17,0
113,0
58,0
72,0
4,0
6,0
61,0
53,0
4,0
53,0
2,0
69,0
58,0
110,0
9,0
36,0
6,0
101,0
61,0
46,0
13,0
335,0
295,0
14,1
8,0
3,0
132,0
3,0
99,0
95,0
3,1
6,1
2,0
3,0
3,0
2,1
77,0
2,0
200,0
4,0
7,1
10,0
41,0
22,0
41,0
8,1
165,0
35,0
43,0
4,0
158,0
6,0
21,0
111,0
2,0
94,0
38,0
57,0
14,0
135,0
8,1
373,0
2,0
2,0
6,0
170,0
14,0
26,0
143,0
608,0
40,0
75,0
332,0
3,0
6,0
291,0
10,0
566,0
14,0
4,1
28,0
45,0
93,0
3,0
138,0
24,0
30,1
44,0
281,0
9,0
92,0
3,0
2,1
5,1
3,0
5,0
139,0
3,0
2,0
3,0
9,0
177,1
8,0
5,0
61,0
6,0
39,0
3,1
29,0
233,0
6,0
111,0
2,1
22,1
42,0
5,1
392,0
86,0
3,0
14,0
16,0
110,0
272,0
273,0
12,0
148,0
222,0
148,0
31,0
22,0
26,0
3,0
5,0
3,0
53,0
4,0
66,0
9,0
3,0
371,0
24,0
4,0
79,0
14,0
5,0
17,0
9,0
7,0
2,0
26,0
4,0
74,0
316,0
2,0
115,0
9,0
218,0
2,0
4,0
391,0
253,0
92,0
118,0
68,0
18,0
5,0
13,0
13,0
2,0
29,0
90,0
7,0
83,0
15,0
76,0
241,0
69,0
87,0
107,0
6,0
45,0
64,0
4,1
25,1
4,0
471,0
4,0
54,0
3,0
20,1
181,0
37,0
2,0
205,0
132,0
43,0
79,0
13,0
39,0
16,0
180,1
23,1
14,0
8,0
92,0
3,0
82,1
100,0
322,0
1,1
4,1
2,0
8,0
50,0
92,0
18,0
141,0
2,0
50,0
54,0
178,0
4,0
18,0
43,0
17,0
47,0
1,1
109,0
174,0
4,0
6,0
8,0
136,0
57,0
165,0
2,0
52,0
6,0
8,0
102,0
19,0
111,0
312,0
12,0
5,0
11,0
60,0
27,0
11,1
19,0
229,0
27,0
55,0
11,0
109,0
47,0
5,1
133,0
9,0
19,0
71,0
3,0
4,0
6,0
4,0
17,0
78,0
73,0
15,1
18,0
403,0
14,0
2,0
78,0
3,0
13,0
185,0
97,0
2,1
7,0
15,1
107,0
5,0
3,0
6,0
126,0
29,0
5,1
46,0
69,0
7,0
4,0
415,0
21,1
1,0
4,0
29,1
13,0
56,0
5,0
4,0
7,0
9,0
5,0
11,0
1,0
4,0
4,0
267,0
65,0
15,0
180,0
3,0
2,0
2,1
207,0
2,0
2,0
2,0
61,0
31,0
32,0
329,0
2,0
3,0
3,0
25,0
5,0
4,0
45,0
196,0
23,0
213,0
48,0
13,0
8,0
223,0
18,0
10,1
1,0
3,0
39,0
119,0
87,0
3,0
4,0
469,0
36,0
11,0
20,0
5,0
8,1
16,0
3,0
36,0
71,0
949,0
12,0
306,0
191,0
472,0
10,1
5,0
8,0
10,0
55,0
231,0
17,0
51,0
3,0
4,0
2,0
5,0
5,0
58,0
16,1
53,0
62,0
42,0
6,0
26,0
3,0
9,0
23,0
3,0
296,0
4,0
3,1
162,0
172,0
8,0
94,0
4,0
13,0
2,0
2,0
7,1
5,0
6,0
372,0
6,0
4,0
2,0
4,0
42,0
300,0
109,0
20,0
1,0
4,0
3,0
41,0
2,0
7,1
4,1
25,0
84,0
12,0
157,0
4,0
4,0
104,0
416,0
2,0
10,0
22,0
5,0
9,0
285,1
144,0
11,0
8,0
353,0
20,0
2,0
235,0
48,0
4,0
60,0
211,0
33,0
48,0
6,1
5,0
34,0
2,0
9,0
2,1
2,0
8,0
1803,0
128,0
2,0
56,0
72,0
4,0
10,1
14,0
41,0
2,1
2,0
50,0
317,0
15,0
2,0
196,0
212,0
11,0
54,0
316,0
4,0
145,0
3,0
2,0
74,0
314,0
286,0
50,0
20,0
46,0
95,0
50,0
27,0
4,0
2,0
2,0
5,0
7,0
203,0
154,0
54,0
245,0
441,0
17,0
43,0
31,0
7,1
103,0
2,1
4,1
12,0
4,0
23,0
398,0
203,0
259,0
7,0
12,0
8,0
167,0
78,0
28,0
3,0
119,0
17,0
21,0
32,0
41,0
23,0
88,0
44,0
1,1
21,0
60,0
132,0
9,0
14,0
24,0
108,0
15,0
2,0
4,0
6,0
2,0
70,0
2,1
20,0
2,1
9,0
115,0
53,0
34,0
2,0
57,0
8,0
203,0
4,0
10,0
5,1
46,0
114,0
1,1
20,0
74,0
4,0
41,0
15,0
2,0
1,1
9,0
20,0
29,0
2,0
628,0
11,1
12,0
48,0
37,0
21,0
2,0
4,1
20,0
25,0
13,0
7,0
357,0
9,0
47,0
227,0
132,0
5,0
156,1
65,0
5,1
229,0
93,0
50,0
6,0
66,0
65,0
5,0
85,0
3,0
5,1
7,0
5,0
2,0
39,0
125,0
81,0
30,0
94,0
28,0
146,0
76,0
16,0
96,0
15,0
62,0
22,0
23,0
115,0
25,0
8,0
71,0
66,0
43,0
4,0
3,0
249,0
2,0
35,0
14,0
75,0
24,0
4,0
64,0
124,0
7,0
67,0
11,1
4,0
4,0
279,0
10,0
5,0
130,0
7,0
32,0
91,0
7,0
2,1
22,0
21,0
4,1
4,0
5,0
59,0
3,0
2,0
12,0
262,0
2,0
26,0
2,0
3,0
9,0
2,0
5,0
76,0
179,1
8,0
38,0
2,0
189,0
50,1
76,0
32,0
2,0
2,0
32,0
28,0
132,0
162,0
8,0
4,0
1,1
44,0
207,0
4,0
34,0
86,0
14,0
188,0
249,0
98,0
11,1
2,1
4,0
7,0
95,0
1,0
36,0
48,0
47,0
2,0
27,0
39,0
3,0
69,0
24,0
44,0
702,0
62,0
3,1
106,0
3,0
16,0
3,1
16,0
56,0
14,0
14,0
4,0
8,0
13,0
90,0
5,1
18,0
4,0
52,0
37,0
4,0
2,0
67,1
2,0
146,0
2,0
2,0
222,0
3,0
29,1
10,0
7,0
2,0
6,0
160,0
3,0
10,0
45,0
27,0
5,0
9,0
3,0
2,1
4,1
4,0
6,0
122,0
2,0
4,0
107,0
18,1
12,0
40,0
2,1
209,0
4,0
134,0
190,0
35,0
4,0
39,0
67,0
2,0
2,0
62,0
4,0
47,1
245,0
11,0
128,0
17,0
1,0
10,0
263,0
18,0
36,0
53,0
4,0
2,0
42,0
26,0
16,0
11,0
4,0
8,0
2,0
23,0
3,0
397,0
5,0
2,0
71,0
10,0
19,0
327,0
8,0
97,0
31,0
14,0
96,0
30,0
95,0
5,0
2,0
81,0
2,0
219,0
133,0
107,0
7,0
264,0
4,1
125,0
26,0
7,1
210,0
369,0
14,0
7,0
44,0
2,0
53,0
107,0
21,0
10,0
70,0
5,0
306,0
75,0
2,0
4,0
3,0
4,1
17,0
2,0
72,0
4,0
3,0
146,0
22,0
31,0
58,0
221,0
5,0
8,0
12,0
123,0
2,0
24,0
4,0
20,0
3,1
2,0
14,0
3,0
20,0
9,0
39,0
8,0
108,0
29,0
17,0
344,0
9,0
48,0
3,0
7,0
1,0
2,0
57,0
122,0
2,0
23,0
47,0
13,0
23,0
24,0
7,0
133,0
4,0
35,0
66,0
3,0
6,0
38,0
8,0
376,0
38,0
73,0
47,0
180,0
9,0
2,0
126,0
23,0
3,0
98,0
118,0
64,0
3,0
190,0
12,0
25,0
84,0
3,0
76,1
18,0
151,0
9,0
57,0
14,0
273,0
41,0
151,0
3,0
102,1
53,0
6,0
102,0
2,0
2,1
73,0
3,0
9,0
20,0
224,0
13,0
16,0
247,0
8,0
205,0
13,0
74,0
4,0
19,0
3,0
53,0
80,0
67,0
2,0
180,0
385,0
4,0
66,0
5,0
46,0
22,0
130,0
6,0
4,0
16,1
136,0
11,0
2,0
10,0
2,0
74,0
15,0
3,0
4,0
361,0
73,0
115,0
43,0
301,0
18,0
10,0
38,0
2,0
29,0
88,0
18,0
89,0
2,1
229,0
13,0
4,0
9,0
2,1
3,1
241,0
3,0
2,0
26,0
5,0
12,0
10,0
3,0
87,0
29,0
5,0
53,0
383,0
192,0
2,0
193,0
105,0
25,0
3,0
645,0
2,1
56,0
8,0
3,0
508,0
78,0
3,0
2,0
23,0
171,0
134,0
7,0
138,1
4,0
191,0
5,0
63,0
2,0
6,0
23,1
12,0
2,0
317,0
221,0
4,0
47,0
9,0
254,0
3,0
3,0
7,0
56,0
17,1
4,0
122,0
8,0
87,0
81,0
1,1
39,0
389,0
2,0
75,0
6,1
3,0
21,0
166,0
533,0
145,0
92,1
25,0
6,0
3,0
16,0
12,0
5,0
2,1
8,0
160,0
168,1
8,0
42,0
4,0
164,0
39,0
13,0
27,0
3,0
33,0
4,0
172,0
36,0
54,0
21,0
55,0
6,0
124,0
125,0
5,1
2,0
17,0
70,0
7,0
2,0
9,0
38,0
13,0
180,0
14,0
10,1
92,0
8,0
57,0
7,0
214,0
25,0
5,0
6,0
58,0
12,0
2,0
4,0
9,0
91,0
42,0
3,0
47,0
138,0
35,0
238,0
225,0
40,0
139,0
17,0
5,0
7,1
19,0
127,0
185,0
6,0
96,0
49,0
2,0
12,0
23,0
17,0
6,0
4,0
11,0
130,0
40,0
5,0
2,0
7,1
4,0
58,0
157,1
6,0
30,0
1,1
77,0
69,0
46,0
188,0
60,0
2,1
573,0
2,0
47,0
15,0
3,0
2,0
212,0
3,1
3,0
2,0
4,0
119,0
44,0
5,0
118,0
147,0
89,0
3,0
15,0
2,0
5,1
5,0
18,0
12,0
40,0
20,0
12,0
14,0
96,0
71,0
6,0
75,0
21,1
14,0
19,0
10,0
5,0
8,0
9,0
3,0
3,0
82,0
15,0
24,0
11,0
398,0
41,0
3,0
2,0
151,0
2,1
34,0
2,0
20,0
114,0
37,0
3,0
61,0
10,0
4,0
2,0
4,0
5,0
41,1
39,0
82,0
94,0
27,0
3,0
4,0
292,0
183,0
51,0
78,0
80,0
4,0
22,0
116,0
2,0
3,0
3,0
4,0
87,0
10,0
203,0
7,0
10,0
7,0
135,0
5,0
56,0
40,0
94,0
25,0
16,1
53,1
5,0
34,0
94,0
127,0
208,0
326,0
1,1
13,0
18,0
2,0
2,0
9,1
15,0
10,0
66,0
14,0
113,0
23,0
41,0
33,1
6,0
10,0
2,0
119,0
96,0
82,0
9,0
8,1
11,0
151,0
6,0
116,0
2,0
39,0
10,0
1,0
18,0
149,0
1,0
221,0
137,0
70,0
77,0
5,0
2,0
418,1
19,0
165,0
98,0
33,0
4,0
50,0
27,0
27,0
24,0
137,0
13,0
439,0
145,0
67,0
19,0
74,0
14,0
6,1
6,0
1,0
3,1
5,1
101,0
4,0
49,0
3,0
88,0
205,0
93,0
41,0
47,0
4,0
8,0
442,0
3,0
53,0
23,0
195,1
29,0
9,0
11,0
230,0
7,0
57,0
135,0
2,0
103,0
38,0
16,0
2,0
35,0
33,0
87,0
12,0
3,0
154,0
2,0
45,0
733,0
90,0
5,0
18,0
134,0
184,0
53,0
3,0
4,0
600,0
92,0
232,0
8,0
76,0
4,0
155,0
246,0
44,0
17,0
8,0
37,0
2,0
7,0
93,0
2,1
64,0
23,0
16,1
54,0
34,0
3,1
9,0
2,0
2,0
97,0
2,0
53,0
15,0
5,0
28,0
4,1
119,0
2,0
3,0
2,0
42,0
5,0
15,0
21,0
2,0
35,0
86,0
1,0
143,0
14,0
32,0
6,0
27,0
7,0
168,0
409,0
143,0
86,0
1,1
4,0
22,0
5,0
16,0
10,0
8,0
326,0
4,1
101,0
178,0
173,0
12,0
83,0
185,0
2,0
3,1
1,0
117,0
1,1
276,0
215,0
21,0
13,0
2,0
2,0
22,0
6,0
19,0
9,0
61,0
8,0
28,0
23,0
12,0
40,0
2,1
128,0
5,0
4,1
6,0
3,0
138,0
1,0
16,0
14,0
13,0
111,0
105,0
26,1
171,0
8,0
9,0
64,0
152,1
28,0
5,1
15,0
8,1
19,0
274,0
88,0
10,0
2,0
196,0
323,0
478,0
2,1
6,0
17,0
14,0
4,0
111,0
8,0
42,0
10,0
11,0
2,0
27,0
139,0
73,0
2,1
59,0
4,0
554,0
58,0
1,0
15,0
4,0
4,0
2,0
5,0
6,0
43,0
3,0
9,0
4,0
40,0
797,0
29,0
9,1
2,0
13,0
2,0
2,0
4,0
416,1
10,0
12,0
143,0
9,0
2,0
37,0
2,0
75,0
38,0
60,0
91,0
11,0
4,0
90,0
78,0
126,0
4,0
17,0
27,0
39,0
4,0
59,0
55,0
154,1
180,1
3,1
5,1
132,0
11,0
77,0
149,0
509,0
3,0
7,0
398,0
10,0
4,0
74,0
13,0
2,0
33,1
11,0
3,1
3,0
8,0
115,0
4,0
239,0
9,0
7,0
49,0
3,0
5,0
2,0
13,0
15,0
7,0
2,1
48,0
34,0
2,0
20,0
37,1
2,1
54,0
3,0
87,0
6,0
24,0
120,0
464,0
251,0
38,0
8,0
15,0
108,0
118,0
11,0
13,0
55,0
40,0
237,1
91,0
91,0
3,0
16,0
2,1
217,0
2,0
4,1
16,0
1,0
54,0
45,0
4,1
7,0
1,0
19,0
15,0
10,0
181,0
2,0
4,1
5,0
4,1
10,0
12,0
200,1
30,0
9,1
8,0
98,0
6,1
18,0
12,0
164,0
5,0
2,0
15,0
6,1
61,0
4,0
158,0
32,0
2,1
108,0
15,0
8,0
9,0
105,0
24,0
